video-file,kind,engine,identity-source,identity-target,recording-source,recording-target,audio-config,gen-config,gesture-type,script-type
latentsync-11537-11516-elevenlabs.mp4,lip-sync,latentsync,343,343,11537,11516,elevenlabs,,no-gesture,scripted-short
memo-11512-11528-playht.mp4,avatar,memo,343,343,11512,11528,playht,,no-gesture,scripted-short
memo-11523-11535-playht.mp4,avatar,memo,343,343,11523,11535,playht,,no-gesture,unscripted
hellomeme-11515-11535-elevenlabs.mp4,avatar,hellomeme,343,343,11515,11535,real,,no-gesture,unscripted
facefusion-12586-11526.mp4,face-swap,facefusion,356,343,12586,11526,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-long
facefusion-12599-11543.mp4,face-swap,facefusion,356,343,12599,11543,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-12607-11520.mp4,face-swap,facefusion,356,343,12607,11520,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
latentsync-8062-8042-real.mp4,lip-sync,latentsync,244,244,8062,8042,real,,no-gesture,scripted-short
latentsync-8040-8059-playht.mp4,lip-sync,latentsync,244,244,8040,8059,playht,,no-gesture,scripted-short
latentsync-8055-8045-playht.mp4,lip-sync,latentsync,244,244,8055,8045,playht,,no-gesture,unscripted
memo-8050-8040-real.mp4,avatar,memo,244,244,8050,8040,real,,no-gesture,scripted-short
memo-8055-8045-playht.mp4,avatar,memo,244,244,8055,8045,playht,,no-gesture,unscripted
memo-8061-8052-playht.mp4,avatar,memo,244,244,8061,8052,playht,,no-gesture,scripted-short
hellomeme-8037-8059-elevenlabs.mp4,avatar,hellomeme,244,244,8037,8059,real,,no-gesture,scripted-short
hellomeme-8061-8031-real.mp4,avatar,hellomeme,244,244,8061,8031,real,,no-gesture,scripted-short
facefusion-8405-8056.mp4,face-swap,facefusion,461,244,8405,8056,real,inswapper_128_fp16_codeformer_512512,no-gesture,unscripted
facefusion-8392-8030.mp4,face-swap,facefusion,461,244,8392,8030,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-8391-8034.mp4,face-swap,facefusion,461,244,8391,8034,real,simswap_256_768768,no-gesture,scripted-long
latentsync-15656-15645-playht.mp4,lip-sync,latentsync,297,297,15656,15645,playht,,no-gesture,scripted-short
latentsync-15655-15627-real.mp4,lip-sync,latentsync,297,297,15655,15627,real,,no-gesture,scripted-long
latentsync-15635-15649-real.mp4,lip-sync,latentsync,297,297,15635,15649,real,,no-gesture,scripted-short
memo-15635-15628-real.mp4,avatar,memo,297,297,15635,15628,real,,no-gesture,scripted-short
memo-15642-15653-playht.mp4,avatar,memo,297,297,15642,15653,playht,,no-gesture,scripted-short
memo-15633-15647-elevenlabs.mp4,avatar,memo,297,297,15633,15647,elevenlabs,,no-gesture,unscripted
hellomeme-15653-15657-speechify.mp4,avatar,hellomeme,297,297,15653,15657,real,,no-gesture,scripted-short
hellomeme-15659-15634-real.mp4,avatar,hellomeme,297,297,15659,15634,real,,no-gesture,unscripted
facefusion-8017-15627.mp4,face-swap,facefusion,340,297,8017,15627,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-long
facefusion-8025-15628.mp4,face-swap,facefusion,340,297,8025,15628,real,simswap_256_768768,no-gesture,scripted-short
facefusion-8015-15659.mp4,face-swap,facefusion,340,297,8015,15659,real,inswapper_128_fp16_768768,no-gesture,unscripted
latentsync-14441-14449-speechify.mp4,lip-sync,latentsync,357,357,14441,14449,speechify,,no-gesture,scripted-short
latentsync-14456-14460-elevenlabs.mp4,lip-sync,latentsync,357,357,14456,14460,elevenlabs,,no-gesture,scripted-short
memo-14473-14458-playht.mp4,avatar,memo,357,357,14473,14458,playht,,no-gesture,unscripted
facefusion-12167-14447.mp4,face-swap,facefusion,376,357,12167,14447,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-12177-14443.mp4,face-swap,facefusion,376,357,12177,14443,real,inswapper_128_fp16_768768,no-gesture,scripted-long
facefusion-12164-14458.mp4,face-swap,facefusion,376,357,12164,14458,real,inswapper_128_fp16_768768,no-gesture,unscripted
facefusion-12180-14449.mp4,face-swap,facefusion,376,357,12180,14449,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
latentsync-16082-16096-speechify.mp4,lip-sync,latentsync,295,295,16082,16096,speechify,,no-gesture,scripted-short
latentsync-16080-16102-real.mp4,lip-sync,latentsync,295,295,16080,16102,real,,no-gesture,scripted-long
latentsync-16092-16099-elevenlabs.mp4,lip-sync,latentsync,295,295,16092,16099,elevenlabs,,no-gesture,unscripted
memo-16104-16103-elevenlabs.mp4,avatar,memo,295,295,16104,16103,elevenlabs,,no-gesture,scripted-short
memo-16092-16099-speechify.mp4,avatar,memo,295,295,16092,16099,speechify,,no-gesture,unscripted
memo-16080-16102-real.mp4,avatar,memo,295,295,16080,16102,real,,no-gesture,scripted-long
hellomeme-16087-16099-playht.mp4,avatar,hellomeme,295,295,16087,16099,real,,no-gesture,unscripted
hellomeme-16082-16097-elevenlabs.mp4,avatar,hellomeme,295,295,16082,16097,real,,no-gesture,scripted-short
hellomeme-16088-16072-speechify.mp4,avatar,hellomeme,295,295,16088,16072,real,,no-gesture,scripted-short
facefusion-16232-16104.mp4,face-swap,facefusion,421,295,16232,16104,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-16230-16097.mp4,face-swap,facefusion,421,295,16230,16097,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-16209-16080.mp4,face-swap,facefusion,421,295,16209,16080,real,inswapper_128_fp16_768768,no-gesture,scripted-long
latentsync-8569-8567-speechify.mp4,lip-sync,latentsync,401,401,8569,8567,speechify,,no-gesture,scripted-short
memo-8554-8577-speechify.mp4,avatar,memo,401,401,8554,8577,speechify,,no-gesture,unscripted
memo-8565-8572-speechify.mp4,avatar,memo,401,401,8565,8572,speechify,,no-gesture,scripted-short
hellomeme-8573-8568-elevenlabs.mp4,avatar,hellomeme,401,401,8573,8568,real,,no-gesture,scripted-short
facefusion-7375-8558.mp4,face-swap,facefusion,351,401,7375,8558,real,inswapper_128_fp16_768768,no-gesture,scripted-long
facefusion-7394-8561.mp4,face-swap,facefusion,351,401,7394,8561,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-7387-8553.mp4,face-swap,facefusion,351,401,7387,8553,real,simswap_256_768768,no-gesture,scripted-short
latentsync-15148-15139-real.mp4,lip-sync,latentsync,264,264,15148,15139,real,,no-gesture,scripted-short
latentsync-15147-15144-real.mp4,lip-sync,latentsync,264,264,15147,15144,real,,yawn,no-speech
latentsync-15132-15150-real.mp4,lip-sync,latentsync,264,264,15132,15150,real,,no-gesture,scripted-long
latentsync-15122-15149-playht.mp4,lip-sync,latentsync,264,264,15122,15149,playht,,no-gesture,unscripted
memo-15131-15123-playht.mp4,avatar,memo,264,264,15131,15123,playht,,no-gesture,scripted-short
memo-15147-15145-real.mp4,avatar,memo,264,264,15147,15145,real,,laugh,no-speech
hellomeme-15124-15137-playht.mp4,avatar,hellomeme,264,264,15124,15137,real,,no-gesture,scripted-short
hellomeme-15132-15150-real.mp4,avatar,hellomeme,264,264,15132,15150,real,,no-gesture,scripted-long
hellomeme-15135-15123-playht.mp4,avatar,hellomeme,264,264,15135,15123,real,,no-gesture,scripted-short
facefusion-7867-15146.mp4,face-swap,facefusion,234,264,7867,15146,real,inswapper_128_fp16_codeformer_512512,no-gesture,unscripted
facefusion-7868-15150.mp4,face-swap,facefusion,234,264,7868,15150,real,simswap_256_768768,no-gesture,scripted-long
latentsync-12658-12657-elevenlabs.mp4,lip-sync,latentsync,433,433,12658,12657,elevenlabs,,no-gesture,scripted-short
latentsync-12654-12650-elevenlabs.mp4,lip-sync,latentsync,433,433,12654,12650,elevenlabs,,no-gesture,unscripted
memo-12654-12650-playht.mp4,avatar,memo,433,433,12654,12650,playht,,no-gesture,unscripted
memo-12660-12651-speechify.mp4,avatar,memo,433,433,12660,12651,speechify,,no-gesture,scripted-short
memo-12658-12674-playht.mp4,avatar,memo,433,433,12658,12674,playht,,no-gesture,scripted-short
hellomeme-12661-12652-elevenlabs.mp4,avatar,hellomeme,433,433,12661,12652,real,,no-gesture,scripted-short
hellomeme-12662-12656-playht.mp4,avatar,hellomeme,433,433,12662,12656,real,,no-gesture,unscripted
facefusion-7484-12659.mp4,face-swap,facefusion,477,433,7484,12659,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-long
facefusion-7495-12661.mp4,face-swap,facefusion,477,433,7495,12661,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-7477-12650.mp4,face-swap,facefusion,477,433,7477,12650,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
latentsync-16115-16114-real.mp4,lip-sync,latentsync,484,484,16115,16114,real,,no-gesture,scripted-short
latentsync-16117-16136-elevenlabs.mp4,lip-sync,latentsync,484,484,16117,16136,elevenlabs,,no-gesture,scripted-short
memo-16113-16106-speechify.mp4,avatar,memo,484,484,16113,16106,speechify,,no-gesture,unscripted
memo-16117-16138-real.mp4,avatar,memo,484,484,16117,16138,real,,no-gesture,scripted-short
memo-16112-16125-playht.mp4,avatar,memo,484,484,16112,16125,playht,,no-gesture,scripted-short
hellomeme-16113-16106-elevenlabs.mp4,avatar,hellomeme,484,484,16113,16106,real,,no-gesture,unscripted
hellomeme-16120-16132-elevenlabs.mp4,avatar,hellomeme,484,484,16120,16132,real,,no-gesture,scripted-short
facefusion-9087-16105.mp4,face-swap,facefusion,468,484,9087,16105,real,inswapper_128_fp16_768768,no-gesture,scripted-long
latentsync-11391-11409-speechify.mp4,lip-sync,latentsync,336,336,11391,11409,speechify,,no-gesture,scripted-short
latentsync-11404-11406-speechify.mp4,lip-sync,latentsync,336,336,11404,11406,speechify,,no-gesture,unscripted
latentsync-11382-11393-playht.mp4,lip-sync,latentsync,336,336,11382,11393,playht,,no-gesture,scripted-short
memo-11405-11387-real.mp4,avatar,memo,336,336,11405,11387,real,,no-gesture,scripted-short
memo-11411-11392-real.mp4,avatar,memo,336,336,11411,11392,real,,no-gesture,unscripted
hellomeme-11400-11408-speechify.mp4,avatar,hellomeme,336,336,11400,11408,real,,no-gesture,scripted-short
hellomeme-11386-11402-speechify.mp4,avatar,hellomeme,336,336,11386,11402,real,,no-gesture,scripted-short
facefusion-11127-11390.mp4,face-swap,facefusion,426,336,11127,11390,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-11111-11396.mp4,face-swap,facefusion,426,336,11111,11396,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-11110-11404.mp4,face-swap,facefusion,426,336,11110,11404,real,simswap_256_768768,no-gesture,unscripted
latentsync-6847-6833-real.mp4,lip-sync,latentsync,379,379,6847,6833,real,,no-gesture,scripted-short
latentsync-6844-6826-elevenlabs.mp4,lip-sync,latentsync,379,379,6844,6826,elevenlabs,,no-gesture,unscripted
latentsync-6832-6831-speechify.mp4,lip-sync,latentsync,379,379,6832,6831,speechify,,no-gesture,scripted-short
memo-6831-6828-playht.mp4,avatar,memo,379,379,6831,6828,playht,,no-gesture,scripted-short
memo-6855-6826-speechify.mp4,avatar,memo,379,379,6855,6826,speechify,,no-gesture,unscripted
hellomeme-6841-6831-real.mp4,avatar,hellomeme,379,379,6841,6831,real,,no-gesture,scripted-short
hellomeme-6847-6833-playht.mp4,avatar,hellomeme,379,379,6847,6833,real,,no-gesture,scripted-short
facefusion-9970-6837.mp4,face-swap,facefusion,300,379,9970,6837,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-9964-6829.mp4,face-swap,facefusion,300,379,9964,6829,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-9965-6843.mp4,face-swap,facefusion,300,379,9965,6843,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-long
facefusion-9969-6854.mp4,face-swap,facefusion,300,379,9969,6854,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
latentsync-13948-13949-playht.mp4,lip-sync,latentsync,321,321,13948,13949,playht,,no-gesture,unscripted
latentsync-13933-13961-elevenlabs.mp4,lip-sync,latentsync,321,321,13933,13961,elevenlabs,,no-gesture,scripted-short
latentsync-13953-13945-speechify.mp4,lip-sync,latentsync,321,321,13953,13945,speechify,,no-gesture,scripted-short
memo-13950-13958-real.mp4,avatar,memo,321,321,13950,13958,real,,no-gesture,scripted-long
memo-13934-13933-playht.mp4,avatar,memo,321,321,13934,13933,playht,,no-gesture,scripted-short
memo-13948-13940-elevenlabs.mp4,avatar,memo,321,321,13948,13940,elevenlabs,,no-gesture,unscripted
hellomeme-13956-13961-real.mp4,avatar,hellomeme,321,321,13956,13961,real,,no-gesture,scripted-short
hellomeme-13964-13944-real.mp4,avatar,hellomeme,321,321,13964,13944,real,,no-gesture,scripted-short
facefusion-12773-13948.mp4,face-swap,facefusion,350,321,12773,13948,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
facefusion-12760-13942.mp4,face-swap,facefusion,350,321,12760,13942,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-12761-13950.mp4,face-swap,facefusion,350,321,12761,13950,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-long
latentsync-7214-7196-speechify.mp4,lip-sync,latentsync,424,424,7214,7196,speechify,,no-gesture,unscripted
latentsync-7217-7204-real.mp4,lip-sync,latentsync,424,424,7217,7204,real,,no-gesture,scripted-long
latentsync-7202-7198-speechify.mp4,lip-sync,latentsync,424,424,7202,7198,speechify,,no-gesture,scripted-short
memo-7207-7200-real.mp4,avatar,memo,424,424,7207,7200,real,,no-gesture,scripted-short
memo-7218-7220-elevenlabs.mp4,avatar,memo,424,424,7218,7220,elevenlabs,,no-gesture,scripted-short
memo-7201-7196-playht.mp4,avatar,memo,424,424,7201,7196,playht,,no-gesture,unscripted
hellomeme-7226-7202-speechify.mp4,avatar,hellomeme,424,424,7226,7202,real,,no-gesture,scripted-short
hellomeme-7201-7196-real.mp4,avatar,hellomeme,424,424,7201,7196,real,,no-gesture,unscripted
facefusion-10327-7228.mp4,face-swap,facefusion,486,424,10327,7228,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-10313-7201.mp4,face-swap,facefusion,486,424,10313,7201,real,simswap_256_768768,no-gesture,unscripted
latentsync-10990-10997-speechify.mp4,lip-sync,latentsync,290,290,10990,10997,speechify,,no-gesture,scripted-short
latentsync-10996-10987-speechify.mp4,lip-sync,latentsync,290,290,10996,10987,speechify,,no-gesture,unscripted
memo-10987-10992-elevenlabs.mp4,avatar,memo,290,290,10987,10992,elevenlabs,,no-gesture,unscripted
memo-11004-10998-real.mp4,avatar,memo,290,290,11004,10998,real,,no-gesture,scripted-short
hellomeme-10987-10992-playht.mp4,avatar,hellomeme,290,290,10987,10992,real,,no-gesture,unscripted
facefusion-9611-11002.mp4,face-swap,facefusion,415,290,9611,11002,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-9593-10987.mp4,face-swap,facefusion,415,290,9593,10987,real,inswapper_128_fp16_768768,no-gesture,unscripted
facefusion-9587-10998.mp4,face-swap,facefusion,415,290,9587,10998,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
latentsync-9819-9795-playht.mp4,lip-sync,latentsync,240,240,9819,9795,playht,,no-gesture,scripted-short
latentsync-9788-9806-speechify.mp4,lip-sync,latentsync,240,240,9788,9806,speechify,,no-gesture,scripted-short
latentsync-9817-9816-real.mp4,lip-sync,latentsync,240,240,9817,9816,real,,no-gesture,unscripted
memo-9817-9816-speechify.mp4,avatar,memo,240,240,9817,9816,speechify,,no-gesture,unscripted
memo-9811-9814-elevenlabs.mp4,avatar,memo,240,240,9811,9814,elevenlabs,,no-gesture,scripted-short
hellomeme-9815-9817-real.mp4,avatar,hellomeme,240,240,9815,9817,real,,no-gesture,unscripted
facefusion-10357-9798.mp4,face-swap,facefusion,323,240,10357,9798,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-10336-9803.mp4,face-swap,facefusion,323,240,10336,9803,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-long
facefusion-10351-9815.mp4,face-swap,facefusion,323,240,10351,9815,real,inswapper_128_fp16_768768,no-gesture,unscripted
latentsync-14899-14907-playht.mp4,lip-sync,latentsync,436,436,14899,14907,playht,,no-gesture,unscripted
latentsync-14885-14897-speechify.mp4,lip-sync,latentsync,436,436,14885,14897,speechify,,no-gesture,scripted-short
latentsync-14892-14894-speechify.mp4,lip-sync,latentsync,436,436,14892,14894,speechify,,no-gesture,scripted-short
memo-14902-14909-real.mp4,avatar,memo,436,436,14902,14909,real,,no-gesture,unscripted
memo-14905-14882-real.mp4,avatar,memo,436,436,14905,14882,real,,no-gesture,scripted-short
memo-14893-14910-real.mp4,avatar,memo,436,436,14893,14910,real,,no-gesture,scripted-long
hellomeme-14903-14894-playht.mp4,avatar,hellomeme,436,436,14903,14894,real,,no-gesture,scripted-short
hellomeme-14905-14897-real.mp4,avatar,hellomeme,436,436,14905,14897,real,,no-gesture,scripted-short
facefusion-10700-14902.mp4,face-swap,facefusion,331,436,10700,14902,real,inswapper_128_fp16_768768,no-gesture,unscripted
facefusion-10710-14910.mp4,face-swap,facefusion,331,436,10710,14910,real,inswapper_128_fp16_768768,no-gesture,scripted-long
facefusion-10731-14896.mp4,face-swap,facefusion,331,436,10731,14896,real,simswap_256_768768,no-gesture,scripted-short
latentsync-7973-7979-elevenlabs.mp4,lip-sync,latentsync,418,418,7973,7979,elevenlabs,,no-gesture,unscripted
latentsync-7984-7962-real.mp4,lip-sync,latentsync,418,418,7984,7962,real,,no-gesture,scripted-short
memo-7966-7990-speechify.mp4,avatar,memo,418,418,7966,7990,speechify,,no-gesture,scripted-short
memo-7963-7979-real.mp4,avatar,memo,418,418,7963,7979,real,,no-gesture,unscripted
memo-7965-7983-real.mp4,avatar,memo,418,418,7965,7983,real,,no-gesture,scripted-long
hellomeme-7975-7985-elevenlabs.mp4,avatar,hellomeme,418,418,7975,7985,real,,no-gesture,scripted-short
hellomeme-7965-7983-real.mp4,avatar,hellomeme,418,418,7965,7983,real,,no-gesture,scripted-long
facefusion-8944-7979.mp4,face-swap,facefusion,333,418,8944,7979,real,simswap_256_768768,no-gesture,unscripted
facefusion-8961-7974.mp4,face-swap,facefusion,333,418,8961,7974,real,simswap_256_768768,no-gesture,scripted-short
facefusion-8966-7981.mp4,face-swap,facefusion,333,418,8966,7981,real,simswap_256_768768,no-gesture,scripted-short
latentsync-15331-15323-elevenlabs.mp4,lip-sync,latentsync,308,308,15331,15323,elevenlabs,,no-gesture,scripted-short
latentsync-15353-15325-playht.mp4,lip-sync,latentsync,308,308,15353,15325,playht,,no-gesture,unscripted
latentsync-15339-15329-real.mp4,lip-sync,latentsync,308,308,15339,15329,real,,no-gesture,scripted-short
memo-15326-15354-speechify.mp4,avatar,memo,308,308,15326,15354,speechify,,no-gesture,scripted-short
memo-15325-15343-real.mp4,avatar,memo,308,308,15325,15343,real,,no-gesture,unscripted
memo-15352-15342-real.mp4,avatar,memo,308,308,15352,15342,real,,no-gesture,scripted-long
hellomeme-15354-15330-speechify.mp4,avatar,hellomeme,308,308,15354,15330,real,,no-gesture,scripted-short
hellomeme-15338-15353-real.mp4,avatar,hellomeme,308,308,15338,15353,real,,no-gesture,unscripted
hellomeme-15339-15340-playht.mp4,avatar,hellomeme,308,308,15339,15340,real,,no-gesture,scripted-short
facefusion-10481-15353.mp4,face-swap,facefusion,316,308,10481,15353,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
facefusion-10496-15333.mp4,face-swap,facefusion,316,308,10496,15333,real,simswap_256_768768,no-gesture,scripted-short
facefusion-10464-15350.mp4,face-swap,facefusion,316,308,10464,15350,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
latentsync-16183-16192-elevenlabs.mp4,lip-sync,latentsync,301,301,16183,16192,elevenlabs,,no-gesture,unscripted
latentsync-16179-16182-speechify.mp4,lip-sync,latentsync,301,301,16179,16182,speechify,,no-gesture,scripted-short
memo-16179-16182-playht.mp4,avatar,memo,301,301,16179,16182,playht,,no-gesture,scripted-short
memo-16198-16201-elevenlabs.mp4,avatar,memo,301,301,16198,16201,elevenlabs,,no-gesture,scripted-short
facefusion-11907-16182.mp4,face-swap,facefusion,245,301,11907,16182,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-11910-16195.mp4,face-swap,facefusion,245,301,11910,16195,real,inswapper_128_fp16_768768,no-gesture,unscripted
facefusion-11889-16204.mp4,face-swap,facefusion,245,301,11889,16204,real,inswapper_128_fp16_768768,no-gesture,scripted-short
latentsync-14104-14106-speechify.mp4,lip-sync,latentsync,286,286,14104,14106,speechify,,no-gesture,scripted-short
latentsync-14117-14112-real.mp4,lip-sync,latentsync,286,286,14117,14112,real,,no-gesture,scripted-short
memo-14121-14105-speechify.mp4,avatar,memo,286,286,14121,14105,speechify,,no-gesture,scripted-short
memo-14122-14124-elevenlabs.mp4,avatar,memo,286,286,14122,14124,elevenlabs,,no-gesture,scripted-short
hellomeme-14127-14119-real.mp4,avatar,hellomeme,286,286,14127,14119,real,,no-gesture,scripted-short
hellomeme-14113-14100-playht.mp4,avatar,hellomeme,286,286,14113,14100,real,,no-gesture,unscripted
hellomeme-14120-14130-speechify.mp4,avatar,hellomeme,286,286,14120,14130,real,,no-gesture,scripted-short
facefusion-8931-14106.mp4,face-swap,facefusion,384,286,8931,14106,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-8929-14101.mp4,face-swap,facefusion,384,286,8929,14101,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
facefusion-8940-14112.mp4,face-swap,facefusion,384,286,8940,14112,real,inswapper_128_fp16_768768,no-gesture,scripted-short
latentsync-9440-9421-real.mp4,lip-sync,latentsync,407,407,9440,9421,real,,no-gesture,unscripted
latentsync-9425-9436-real.mp4,lip-sync,latentsync,407,407,9425,9436,real,,no-gesture,scripted-short
memo-9423-9440-playht.mp4,avatar,memo,407,407,9423,9440,playht,,no-gesture,unscripted
memo-9452-9442-playht.mp4,avatar,memo,407,407,9452,9442,playht,,no-gesture,scripted-short
memo-9447-9438-real.mp4,avatar,memo,407,407,9447,9438,real,,laugh,no-speech
memo-9426-9445-elevenlabs.mp4,avatar,memo,407,407,9426,9445,elevenlabs,,no-gesture,scripted-short
hellomeme-9439-9431-elevenlabs.mp4,avatar,hellomeme,407,407,9439,9431,real,,no-gesture,scripted-short
hellomeme-9423-9421-playht.mp4,avatar,hellomeme,407,407,9423,9421,real,,no-gesture,unscripted
facefusion-13166-9432.mp4,face-swap,facefusion,250,407,13166,9432,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-long
facefusion-13165-9431.mp4,face-swap,facefusion,250,407,13165,9431,real,inswapper_128_fp16_codeformer_512512,no-gesture,scripted-short
facefusion-13157-9420.mp4,face-swap,facefusion,250,407,13157,9420,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-13162-9419.mp4,face-swap,facefusion,250,407,13162,9419,real,inswapper_128_fp16_768768,no-gesture,unscripted
latentsync-8355-8353-real.mp4,lip-sync,latentsync,243,243,8355,8353,real,,no-gesture,scripted-long
latentsync-8365-8352-elevenlabs.mp4,lip-sync,latentsync,243,243,8365,8352,elevenlabs,,no-gesture,scripted-short
memo-8360-8361-elevenlabs.mp4,avatar,memo,243,243,8360,8361,elevenlabs,,no-gesture,scripted-short
memo-8368-8374-playht.mp4,avatar,memo,243,243,8368,8374,playht,,no-gesture,scripted-short
memo-8358-8370-playht.mp4,avatar,memo,243,243,8358,8370,playht,,no-gesture,unscripted
hellomeme-8346-8359-playht.mp4,avatar,hellomeme,243,243,8346,8359,real,,no-gesture,unscripted
hellomeme-8357-8374-playht.mp4,avatar,hellomeme,243,243,8357,8374,real,,no-gesture,scripted-short
facefusion-11303-8373.mp4,face-swap,facefusion,239,243,11303,8373,real,inswapper_128_fp16_768768,no-gesture,scripted-short
facefusion-11285-8370.mp4,face-swap,facefusion,239,243,11285,8370,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,unscripted
facefusion-11280-8355.mp4,face-swap,facefusion,239,243,11280,8355,real,inswapper_128_fp16_768768,no-gesture,scripted-long
latentsync-11804-11813-real.mp4,lip-sync,latentsync,414,414,11804,11813,real,,yawn,no-speech
latentsync-11794-11786-elevenlabs.mp4,lip-sync,latentsync,414,414,11794,11786,elevenlabs,,no-gesture,unscripted
latentsync-11803-11792-elevenlabs.mp4,lip-sync,latentsync,414,414,11803,11792,elevenlabs,,no-gesture,scripted-short
latentsync-11801-11788-elevenlabs.mp4,lip-sync,latentsync,414,414,11801,11788,elevenlabs,,no-gesture,scripted-short
memo-11808-11792-real.mp4,avatar,memo,414,414,11808,11792,real,,no-gesture,scripted-short
memo-11788-11810-speechify.mp4,avatar,memo,414,414,11788,11810,speechify,,no-gesture,scripted-short
hellomeme-11789-11786-playht.mp4,avatar,hellomeme,414,414,11789,11786,real,,no-gesture,unscripted
hellomeme-11809-11816-speechify.mp4,avatar,hellomeme,414,414,11809,11816,real,,no-gesture,scripted-short
hellomeme-11802-11811-playht.mp4,avatar,hellomeme,414,414,11802,11811,real,,no-gesture,scripted-short
facefusion-14784-11810.mp4,face-swap,facefusion,231,414,14784,11810,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-14806-11806.mp4,face-swap,facefusion,231,414,14806,11806,real,inswapper_128_fp16_768768,no-gesture,unscripted
facefusion-14807-11799.mp4,face-swap,facefusion,231,414,14807,11799,real,simswap_256_768768,no-gesture,scripted-short
facefusion-14804-11800.mp4,face-swap,facefusion,231,414,14804,11800,real,simswap_256_768768,no-gesture,scripted-long
latentsync-15603-15602-real.mp4,lip-sync,latentsync,257,257,15603,15602,real,,no-gesture,scripted-short
latentsync-15618-15604-real.mp4,lip-sync,latentsync,257,257,15618,15604,real,,no-gesture,scripted-short
latentsync-15611-15613-playht.mp4,lip-sync,latentsync,257,257,15611,15613,playht,,no-gesture,unscripted
latentsync-15615-15601-real.mp4,lip-sync,latentsync,257,257,15615,15601,real,,no-gesture,scripted-long
memo-15626-15617-playht.mp4,avatar,memo,257,257,15626,15617,playht,,no-gesture,unscripted
memo-15622-15625-elevenlabs.mp4,avatar,memo,257,257,15622,15625,elevenlabs,,no-gesture,scripted-short
hellomeme-15622-15609-elevenlabs.mp4,avatar,hellomeme,257,257,15622,15609,real,,no-gesture,scripted-short
hellomeme-15613-15617-elevenlabs.mp4,avatar,hellomeme,257,257,15613,15617,real,,no-gesture,unscripted
hellomeme-15620-15623-playht.mp4,avatar,hellomeme,257,257,15620,15623,real,,no-gesture,scripted-short
facefusion-8489-15602.mp4,face-swap,facefusion,310,257,8489,15602,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-8480-15594.mp4,face-swap,facefusion,310,257,8480,15594,real,simswap_256_restoreformer_plus_plus_768768,no-gesture,scripted-short
facefusion-8503-15610.mp4,face-swap,facefusion,310,257,8503,15610,real,simswap_256_768768,laugh,no-speech
facefusion-8481-15615.mp4,face-swap,facefusion,310,257,8481,15615,real,inswapper_128_fp16_768768,no-gesture,scripted-long
latentsync-14611-14617-real.mp4,lip-sync,latentsync,241,241,14611,14617,real,,no-gesture,scripted-short
latentsync-14624-14642-playht.mp4,lip-sync,latentsync,241,241,14624,14642,playht,,no-gesture,scripted-short
latentsync-14634-14626-playht.mp4,lip-sync,latentsync,241,241,14634,14626,playht,,no-gesture,unscripted
memo-14642-14621-real.mp4,avatar,memo,241,241,14642,14621,real,,no-gesture,scripted-short
