,video-file,kind,engine,identity-source,identity-target,recording-source,recording-target,recording-target-ai-generated,gesture-type,script-type
1198,facefusion_gan--13-12--5321-4617--0.mp4,face-swap,facefusion_gan,13,12,5321,4617,False,no-gesture,scripted-short
1199,facefusion_gan--13-12--6284-6007--0.mp4,face-swap,facefusion_gan,13,12,6284,6007,False,no-gesture,scripted-short
1200,facefusion_gan--130-131--1225-1243--0.mp4,face-swap,facefusion_gan,130,131,1225,1243,False,no-gesture,unscripted
1201,facefusion_gan--130-131--1633-1652--0.mp4,face-swap,facefusion_gan,130,131,1633,1652,False,no-gesture,scripted-long
1202,facefusion_gan--130-131--1767-43--0.mp4,face-swap,facefusion_gan,130,131,1767,43,False,no-gesture,scripted-short
1203,facefusion_gan--130-131--290-1386--0.mp4,face-swap,facefusion_gan,130,131,290,1386,False,move-head,no-speech
1204,facefusion_gan--130-131--3379-2986--0.mp4,face-swap,facefusion_gan,130,131,3379,2986,False,no-gesture,scripted-short
1205,facefusion_gan--131-130--1243-1225--0.mp4,face-swap,facefusion_gan,131,130,1243,1225,False,no-gesture,unscripted
1206,facefusion_gan--131-130--1652-1633--0.mp4,face-swap,facefusion_gan,131,130,1652,1633,False,no-gesture,scripted-long
1207,facefusion_gan--131-130--3289-3379--0.mp4,face-swap,facefusion_gan,131,130,3289,3379,False,no-gesture,scripted-short
1208,facefusion_gan--131-130--43-2431--0.mp4,face-swap,facefusion_gan,131,130,43,2431,False,no-gesture,scripted-short
1209,facefusion_gan--131-130--976-290--0.mp4,face-swap,facefusion_gan,131,130,976,290,False,wave,no-speech
1210,facefusion_gan--132-133--1227-2761--0.mp4,face-swap,facefusion_gan,132,133,1227,2761,False,no-gesture,unscripted
1211,facefusion_gan--132-133--1635-613--0.mp4,face-swap,facefusion_gan,132,133,1635,613,False,no-gesture,scripted-long
1212,facefusion_gan--132-133--1769-1822--0.mp4,face-swap,facefusion_gan,132,133,1769,1822,False,no-gesture,scripted-short
1213,facefusion_gan--132-133--2173-747--0.mp4,face-swap,facefusion_gan,132,133,2173,747,False,move-head,no-speech
1214,facefusion_gan--132-133--3435-3960--0.mp4,face-swap,facefusion_gan,132,133,3435,3960,False,no-gesture,scripted-short
1215,facefusion_gan--133-132--1554-2565--0.mp4,face-swap,facefusion_gan,133,132,1554,2565,False,no-gesture,scripted-short
1216,facefusion_gan--133-132--2219-1371--0.mp4,face-swap,facefusion_gan,133,132,2219,1371,False,move-head,no-speech
1217,facefusion_gan--133-132--2761-1227--0.mp4,face-swap,facefusion_gan,133,132,2761,1227,False,no-gesture,unscripted
1218,facefusion_gan--133-132--3964-3456--0.mp4,face-swap,facefusion_gan,133,132,3964,3456,False,no-gesture,scripted-short
1219,facefusion_gan--133-132--613-559--0.mp4,face-swap,facefusion_gan,133,132,613,559,False,no-gesture,scripted-long
1220,facefusion_gan--134-135--1228-2757--0.mp4,face-swap,facefusion_gan,134,135,1228,2757,False,no-gesture,unscripted
1221,facefusion_gan--134-135--2434-75--0.mp4,face-swap,facefusion_gan,134,135,2434,75,False,no-gesture,scripted-short
1222,facefusion_gan--134-135--293-338--0.mp4,face-swap,facefusion_gan,134,135,293,338,False,move-head,no-speech
1223,facefusion_gan--134-135--3473-3483--0.mp4,face-swap,facefusion_gan,134,135,3473,3483,False,no-gesture,scripted-short
1224,facefusion_gan--134-135--560-609--0.mp4,face-swap,facefusion_gan,134,135,560,609,False,no-gesture,scripted-long
1225,facefusion_gan--135-134--1275-1910--0.mp4,face-swap,facefusion_gan,135,134,1275,1910,False,no-gesture,unscripted
1226,facefusion_gan--135-134--1417-1372--0.mp4,face-swap,facefusion_gan,135,134,1417,1372,False,move-head,no-speech
1227,facefusion_gan--135-134--1684-1636--0.mp4,face-swap,facefusion_gan,135,134,1684,1636,False,no-gesture,scripted-long
1228,facefusion_gan--135-134--1818-2043--0.mp4,face-swap,facefusion_gan,135,134,1818,2043,False,no-gesture,scripted-short
1229,facefusion_gan--135-134--3083-3473--0.mp4,face-swap,facefusion_gan,135,134,3083,3473,False,no-gesture,scripted-short
1230,facefusion_gan--136-137--1641-1643--0.mp4,face-swap,facefusion_gan,136,137,1641,1643,False,no-gesture,scripted-long
1231,facefusion_gan--136-137--165-1509--0.mp4,face-swap,facefusion_gan,136,137,165,1509,False,no-gesture,scripted-short
1232,facefusion_gan--136-137--2927-3572--0.mp4,face-swap,facefusion_gan,136,137,2927,3572,False,no-gesture,scripted-short
1233,facefusion_gan--136-137--296-1377--0.mp4,face-swap,facefusion_gan,136,137,296,1377,False,move-head,no-speech
1234,facefusion_gan--136-137--833-1234--0.mp4,face-swap,facefusion_gan,136,137,833,1234,False,no-gesture,unscripted
1235,facefusion_gan--137-136--1643-1641--0.mp4,face-swap,facefusion_gan,137,136,1643,1641,False,no-gesture,scripted-long
1236,facefusion_gan--137-136--2304-1775--0.mp4,face-swap,facefusion_gan,137,136,2304,1775,False,no-gesture,scripted-short
1237,facefusion_gan--137-136--2716-1232--0.mp4,face-swap,facefusion_gan,137,136,2716,1232,False,no-gesture,unscripted
1238,facefusion_gan--137-136--530-3534--0.mp4,face-swap,facefusion_gan,137,136,530,3534,False,no-gesture,scripted-short
1239,facefusion_gan--137-136--967-700--0.mp4,face-swap,facefusion_gan,137,136,967,700,False,wave,no-speech
1240,facefusion_gan--138-139--297-1432--0.mp4,face-swap,facefusion_gan,138,139,297,1432,False,move-head,no-speech
1241,facefusion_gan--138-139--834-891--0.mp4,face-swap,facefusion_gan,138,139,834,891,False,no-gesture,unscripted
1242,facefusion_gan--139-138--1023-966--0.mp4,face-swap,facefusion_gan,139,138,1023,966,False,wave,no-speech
1243,facefusion_gan--139-138--1699-567--0.mp4,face-swap,facefusion_gan,139,138,1699,567,False,no-gesture,scripted-long
1244,facefusion_gan--139-138--2629-33--0.mp4,face-swap,facefusion_gan,139,138,2629,33,False,no-gesture,scripted-short
1245,facefusion_gan--139-138--2772-1233--0.mp4,face-swap,facefusion_gan,139,138,2772,1233,False,no-gesture,unscripted
1246,facefusion_gan--139-138--3933-3549--0.mp4,face-swap,facefusion_gan,139,138,3933,3549,False,no-gesture,scripted-short
1247,facefusion_gan--14-15--4102-4121--0.mp4,face-swap,facefusion_gan,14,15,4102,4121,False,no-gesture,scripted-long
1248,facefusion_gan--14-15--5307-5241--0.mp4,face-swap,facefusion_gan,14,15,5307,5241,False,no-gesture,scripted-short
1249,facefusion_gan--14-15--5467-4550--0.mp4,face-swap,facefusion_gan,14,15,5467,4550,False,wave,no-speech
1250,facefusion_gan--14-15--5729-5833--0.mp4,face-swap,facefusion_gan,14,15,5729,5833,False,no-gesture,unscripted
1251,facefusion_gan--14-15--6023-6340--0.mp4,face-swap,facefusion_gan,14,15,6023,6340,False,no-gesture,scripted-short
1252,facefusion_gan--140-141--1378-1065--0.mp4,face-swap,facefusion_gan,140,141,1378,1065,False,move-head,no-speech
1253,facefusion_gan--140-141--1917-1331--0.mp4,face-swap,facefusion_gan,140,141,1917,1331,False,no-gesture,unscripted
1254,facefusion_gan--140-141--2574-2537--0.mp4,face-swap,facefusion_gan,140,141,2574,2537,False,no-gesture,scripted-short
1255,facefusion_gan--140-141--3362-3218--0.mp4,face-swap,facefusion_gan,140,141,3362,3218,False,no-gesture,scripted-short
1256,facefusion_gan--140-141--569-665--0.mp4,face-swap,facefusion_gan,140,141,569,665,False,no-gesture,scripted-long
1257,facefusion_gan--141-140--1474-968--0.mp4,face-swap,facefusion_gan,141,140,1474,968,False,move-head,no-speech
1258,facefusion_gan--141-140--2400-35--0.mp4,face-swap,facefusion_gan,141,140,2400,35,False,no-gesture,scripted-short
1259,facefusion_gan--141-140--2814-2717--0.mp4,face-swap,facefusion_gan,141,140,2814,2717,False,no-gesture,unscripted
1260,facefusion_gan--141-140--3218-3576--0.mp4,face-swap,facefusion_gan,141,140,3218,3576,False,no-gesture,scripted-short
1261,facefusion_gan--141-140--665-1644--0.mp4,face-swap,facefusion_gan,141,140,665,1644,False,no-gesture,scripted-long
1262,facefusion_gan--142-143--1379-722--0.mp4,face-swap,facefusion_gan,142,143,1379,722,False,move-head,no-speech
1263,facefusion_gan--142-143--2443-2461--0.mp4,face-swap,facefusion_gan,142,143,2443,2461,False,no-gesture,scripted-short
1264,facefusion_gan--142-143--2718-2736--0.mp4,face-swap,facefusion_gan,142,143,2718,2736,False,no-gesture,unscripted
1265,facefusion_gan--142-143--3156-3798--0.mp4,face-swap,facefusion_gan,142,143,3156,3798,False,no-gesture,scripted-short
1266,facefusion_gan--142-143--570-588--0.mp4,face-swap,facefusion_gan,142,143,570,588,False,no-gesture,scripted-long
1267,facefusion_gan--143-142--1663-1645--0.mp4,face-swap,facefusion_gan,143,142,1663,1645,False,no-gesture,scripted-long
1268,facefusion_gan--143-142--1936-1918--0.mp4,face-swap,facefusion_gan,143,142,1936,1918,False,no-gesture,unscripted
1269,facefusion_gan--143-142--2324-169--0.mp4,face-swap,facefusion_gan,143,142,2324,169,False,no-gesture,scripted-short
1270,facefusion_gan--143-142--3796-3429--0.mp4,face-swap,facefusion_gan,143,142,3796,3429,False,no-gesture,scripted-short
1271,facefusion_gan--143-142--987-300--0.mp4,face-swap,facefusion_gan,143,142,987,300,False,wave,no-speech
1272,facefusion_gan--144-145--1237-1274--0.mp4,face-swap,facefusion_gan,144,145,1237,1274,False,no-gesture,unscripted
1273,facefusion_gan--144-145--1646-608--0.mp4,face-swap,facefusion_gan,144,145,1646,608,False,no-gesture,scripted-long
1274,facefusion_gan--144-145--3602-3858--0.mp4,face-swap,facefusion_gan,144,145,3602,3858,False,no-gesture,scripted-short
1275,facefusion_gan--144-145--37-2613--0.mp4,face-swap,facefusion_gan,144,145,37,2613,False,no-gesture,scripted-short
1276,facefusion_gan--144-145--705-1007--0.mp4,face-swap,facefusion_gan,144,145,705,1007,False,move-head,no-speech
1277,facefusion_gan--145-144--2481-170--0.mp4,face-swap,facefusion_gan,145,144,2481,170,False,no-gesture,scripted-short
1278,facefusion_gan--145-144--3940-3605--0.mp4,face-swap,facefusion_gan,145,144,3940,3605,False,no-gesture,scripted-short
1279,facefusion_gan--145-144--608-571--0.mp4,face-swap,facefusion_gan,145,144,608,571,False,no-gesture,scripted-long
1280,facefusion_gan--145-144--742-2181--0.mp4,face-swap,facefusion_gan,145,144,742,2181,False,move-head,no-speech
1281,facefusion_gan--145-144--875-1919--0.mp4,face-swap,facefusion_gan,145,144,875,1919,False,no-gesture,unscripted
1282,facefusion_gan--146-147--1514-2458--0.mp4,face-swap,facefusion_gan,146,147,1514,2458,False,no-gesture,scripted-short
1283,facefusion_gan--146-147--1648-585--0.mp4,face-swap,facefusion_gan,146,147,1648,585,False,no-gesture,scripted-long
1284,facefusion_gan--146-147--3644-668--0.mp4,face-swap,facefusion_gan,146,147,3644,668,False,no-gesture,scripted-short
1285,facefusion_gan--146-147--707-315--0.mp4,face-swap,facefusion_gan,146,147,707,315,False,move-head,no-speech
1286,facefusion_gan--146-147--840-1933--0.mp4,face-swap,facefusion_gan,146,147,840,1933,False,no-gesture,unscripted
1287,facefusion_gan--147-146--1933-2721--0.mp4,face-swap,facefusion_gan,147,146,1933,2721,False,no-gesture,unscripted
1288,facefusion_gan--147-146--2321-172--0.mp4,face-swap,facefusion_gan,147,146,2321,172,False,no-gesture,scripted-short
1289,facefusion_gan--147-146--3067-3638--0.mp4,face-swap,facefusion_gan,147,146,3067,3638,False,no-gesture,scripted-short
1290,facefusion_gan--147-146--315-2182--0.mp4,face-swap,facefusion_gan,147,146,315,2182,False,move-head,no-speech
1291,facefusion_gan--147-146--585-1648--0.mp4,face-swap,facefusion_gan,147,146,585,1648,False,no-gesture,scripted-long
1292,facefusion_gan--148-149--1649-645--0.mp4,face-swap,facefusion_gan,148,149,1649,645,False,no-gesture,scripted-long
1293,facefusion_gan--148-149--2447-2128--0.mp4,face-swap,facefusion_gan,148,149,2447,2128,False,no-gesture,scripted-short
1294,facefusion_gan--148-149--3647-3994--0.mp4,face-swap,facefusion_gan,148,149,3647,3994,False,no-gesture,scripted-short
1295,facefusion_gan--148-149--841-1311--0.mp4,face-swap,facefusion_gan,148,149,841,1311,False,no-gesture,unscripted
1296,facefusion_gan--148-149--973-780--0.mp4,face-swap,facefusion_gan,148,149,973,780,False,wave,no-speech
1297,facefusion_gan--149-148--112-2056--0.mp4,face-swap,facefusion_gan,149,148,112,2056,False,no-gesture,scripted-short
1298,facefusion_gan--149-148--1311-1240--0.mp4,face-swap,facefusion_gan,149,148,1311,1240,False,no-gesture,unscripted
1299,facefusion_gan--149-148--1721-574--0.mp4,face-swap,facefusion_gan,149,148,1721,574,False,no-gesture,scripted-long
1300,facefusion_gan--149-148--3299-3204--0.mp4,face-swap,facefusion_gan,149,148,3299,3204,False,no-gesture,scripted-short
1301,facefusion_gan--149-148--375-2183--0.mp4,face-swap,facefusion_gan,149,148,375,2183,False,move-head,no-speech
1302,facefusion_gan--15-14--4290-4961--0.mp4,face-swap,facefusion_gan,15,14,4290,4961,False,no-gesture,scripted-short
1303,facefusion_gan--15-14--4807-4531--0.mp4,face-swap,facefusion_gan,15,14,4807,4531,False,move-head,no-speech
1304,facefusion_gan--15-14--4893-4874--0.mp4,face-swap,facefusion_gan,15,14,4893,4874,False,no-gesture,scripted-long
1305,facefusion_gan--15-14--5748-5814--0.mp4,face-swap,facefusion_gan,15,14,5748,5814,False,no-gesture,unscripted
1306,facefusion_gan--15-14--6333-6026--0.mp4,face-swap,facefusion_gan,15,14,6333,6026,False,no-gesture,scripted-short
1307,facefusion_gan--150-151--1241-1973--0.mp4,face-swap,facefusion_gan,150,151,1241,1973,False,no-gesture,unscripted
1308,facefusion_gan--150-151--1516-2360--0.mp4,face-swap,facefusion_gan,150,151,1516,2360,False,no-gesture,scripted-short
1309,facefusion_gan--150-151--305-354--0.mp4,face-swap,facefusion_gan,150,151,305,354,False,move-head,no-speech
1310,facefusion_gan--150-151--3657-4015--0.mp4,face-swap,facefusion_gan,150,151,3657,4015,False,no-gesture,scripted-short
1311,facefusion_gan--150-151--575-625--0.mp4,face-swap,facefusion_gan,150,151,575,625,False,no-gesture,scripted-long
1312,facefusion_gan--151-150--1973-2723--0.mp4,face-swap,facefusion_gan,151,150,1973,2723,False,no-gesture,unscripted
1313,facefusion_gan--151-150--2230-305--0.mp4,face-swap,facefusion_gan,151,150,2230,305,False,move-head,no-speech
1314,facefusion_gan--151-150--2630-1516--0.mp4,face-swap,facefusion_gan,151,150,2630,1516,False,no-gesture,scripted-short
1315,facefusion_gan--151-150--2839-2891--0.mp4,face-swap,facefusion_gan,151,150,2839,2891,False,no-gesture,scripted-short
1316,facefusion_gan--151-150--625-1650--0.mp4,face-swap,facefusion_gan,151,150,625,1650,False,no-gesture,scripted-long
1317,facefusion_gan--152-153--3315-3452--0.mp4,face-swap,facefusion_gan,152,153,3315,3452,False,no-gesture,scripted-short
1318,facefusion_gan--152-153--441-1177--0.mp4,face-swap,facefusion_gan,152,153,441,1177,False,no-gesture,scripted-short
1319,facefusion_gan--152-153--578-1719--0.mp4,face-swap,facefusion_gan,152,153,578,1719,False,no-gesture,scripted-long
1320,facefusion_gan--152-153--712-778--0.mp4,face-swap,facefusion_gan,152,153,712,778,False,move-head,no-speech
1321,facefusion_gan--152-153--845-1992--0.mp4,face-swap,facefusion_gan,152,153,845,1992,False,no-gesture,unscripted
1322,facefusion_gan--153-152--1719-1653--0.mp4,face-swap,facefusion_gan,153,152,1719,1653,False,no-gesture,scripted-long
1323,facefusion_gan--153-152--2247-1387--0.mp4,face-swap,facefusion_gan,153,152,2247,1387,False,move-head,no-speech
1324,facefusion_gan--153-152--2792-845--0.mp4,face-swap,facefusion_gan,153,152,2792,845,False,no-gesture,unscripted
1325,facefusion_gan--153-152--3495-3690--0.mp4,face-swap,facefusion_gan,153,152,3495,3690,False,no-gesture,scripted-short
1326,facefusion_gan--153-152--506-2314--0.mp4,face-swap,facefusion_gan,153,152,506,2314,False,no-gesture,scripted-short
1327,facefusion_gan--154-155--1245-1941--0.mp4,face-swap,facefusion_gan,154,155,1245,1941,False,no-gesture,unscripted
1328,facefusion_gan--154-155--1388-2201--0.mp4,face-swap,facefusion_gan,154,155,1388,2201,False,move-head,no-speech
1329,facefusion_gan--154-155--1654-593--0.mp4,face-swap,facefusion_gan,154,155,1654,593,False,no-gesture,scripted-long
1330,facefusion_gan--154-155--3283-3838--0.mp4,face-swap,facefusion_gan,154,155,3283,3838,False,no-gesture,scripted-short
1331,facefusion_gan--155-154--2598-2584--0.mp4,face-swap,facefusion_gan,155,154,2598,2584,False,no-gesture,scripted-short
1332,facefusion_gan--155-154--2741-1245--0.mp4,face-swap,facefusion_gan,155,154,2741,1245,False,no-gesture,unscripted
1333,facefusion_gan--155-154--323-309--0.mp4,face-swap,facefusion_gan,155,154,323,309,False,move-head,no-speech
1334,facefusion_gan--155-154--3821-3699--0.mp4,face-swap,facefusion_gan,155,154,3821,3699,False,no-gesture,scripted-short
1335,facefusion_gan--155-154--593-579--0.mp4,face-swap,facefusion_gan,155,154,593,579,False,no-gesture,scripted-long
1336,facefusion_gan--156-157--1246-2801--0.mp4,face-swap,facefusion_gan,156,157,1246,2801,False,no-gesture,unscripted
1337,facefusion_gan--156-157--1655-1728--0.mp4,face-swap,facefusion_gan,156,157,1655,1728,False,no-gesture,scripted-long
1338,facefusion_gan--156-157--179-2135--0.mp4,face-swap,facefusion_gan,156,157,179,2135,False,no-gesture,scripted-short
1339,facefusion_gan--156-157--3710-2964--0.mp4,face-swap,facefusion_gan,156,157,3710,2964,False,no-gesture,scripted-short
1340,facefusion_gan--156-157--714-1461--0.mp4,face-swap,facefusion_gan,156,157,714,1461,False,move-head,no-speech
1341,facefusion_gan--157-156--1461-2189--0.mp4,face-swap,facefusion_gan,157,156,1461,2189,False,move-head,no-speech
1342,facefusion_gan--157-156--2135-1113--0.mp4,face-swap,facefusion_gan,157,156,2135,1113,False,no-gesture,scripted-short
1343,facefusion_gan--157-156--2801-1246--0.mp4,face-swap,facefusion_gan,157,156,2801,1246,False,no-gesture,unscripted
1344,facefusion_gan--157-156--4068-3110--0.mp4,face-swap,facefusion_gan,157,156,4068,3110,False,no-gesture,scripted-short
1345,facefusion_gan--157-156--652-580--0.mp4,face-swap,facefusion_gan,157,156,652,580,False,no-gesture,scripted-long
1346,facefusion_gan--158-159--180-2659--0.mp4,face-swap,facefusion_gan,158,159,180,2659,False,no-gesture,scripted-short
1347,facefusion_gan--158-159--3691-4071--0.mp4,face-swap,facefusion_gan,158,159,3691,4071,False,no-gesture,scripted-short
1348,facefusion_gan--158-159--581-1729--0.mp4,face-swap,facefusion_gan,158,159,581,1729,False,no-gesture,scripted-long
1349,facefusion_gan--158-159--715-383--0.mp4,face-swap,facefusion_gan,158,159,715,383,False,move-head,no-speech
1350,facefusion_gan--158-159--848-921--0.mp4,face-swap,facefusion_gan,158,159,848,921,False,no-gesture,unscripted
1351,facefusion_gan--159-158--1053-311--0.mp4,face-swap,facefusion_gan,159,158,1053,311,False,wave,no-speech
1352,facefusion_gan--159-158--1729-581--0.mp4,face-swap,facefusion_gan,159,158,1729,581,False,no-gesture,scripted-long
1353,facefusion_gan--159-158--2527-1114--0.mp4,face-swap,facefusion_gan,159,158,2527,1114,False,no-gesture,scripted-short
1354,facefusion_gan--159-158--4070-3244--0.mp4,face-swap,facefusion_gan,159,158,4070,3244,False,no-gesture,scripted-short
1355,facefusion_gan--159-158--921-848--0.mp4,face-swap,facefusion_gan,159,158,921,848,False,no-gesture,unscripted
1356,facefusion_gan--16-17--4532-4585--0.mp4,face-swap,facefusion_gan,16,17,4532,4585,False,move-head,no-speech
1357,facefusion_gan--16-17--4704-4499--0.mp4,face-swap,facefusion_gan,16,17,4704,4499,False,no-gesture,unscripted
1358,facefusion_gan--16-17--4875-4927--0.mp4,face-swap,facefusion_gan,16,17,4875,4927,False,no-gesture,scripted-long
1359,facefusion_gan--16-17--5641-5275--0.mp4,face-swap,facefusion_gan,16,17,5641,5275,False,no-gesture,scripted-short
1360,facefusion_gan--16-17--6051-6635--0.mp4,face-swap,facefusion_gan,16,17,6051,6635,False,no-gesture,scripted-short
1361,facefusion_gan--160-161--1524-2072--0.mp4,face-swap,facefusion_gan,160,161,1524,2072,False,no-gesture,scripted-short
1362,facefusion_gan--160-161--1658-590--0.mp4,face-swap,facefusion_gan,160,161,1658,590,False,no-gesture,scripted-long
1363,facefusion_gan--160-161--2192-320--0.mp4,face-swap,facefusion_gan,160,161,2192,320,False,move-head,no-speech
1364,facefusion_gan--160-161--3735-2923--0.mp4,face-swap,facefusion_gan,160,161,3735,2923,False,no-gesture,scripted-short
1365,facefusion_gan--160-161--850-857--0.mp4,face-swap,facefusion_gan,160,161,850,857,False,no-gesture,unscripted
1366,facefusion_gan--161-160--1399-1392--0.mp4,face-swap,facefusion_gan,161,160,1399,1392,False,move-head,no-speech
1367,facefusion_gan--161-160--2738-1931--0.mp4,face-swap,facefusion_gan,161,160,2738,1931,False,no-gesture,unscripted
1368,facefusion_gan--161-160--2923-3741--0.mp4,face-swap,facefusion_gan,161,160,2923,3741,False,no-gesture,scripted-short
1369,facefusion_gan--161-160--56-182--0.mp4,face-swap,facefusion_gan,161,160,56,182,False,no-gesture,scripted-short
1370,facefusion_gan--161-160--590-583--0.mp4,face-swap,facefusion_gan,161,160,590,583,False,no-gesture,scripted-long
1371,facefusion_gan--162-163--1393-770--0.mp4,face-swap,facefusion_gan,162,163,1393,770,False,move-head,no-speech
1372,facefusion_gan--162-163--1659-635--0.mp4,face-swap,facefusion_gan,162,163,1659,635,False,no-gesture,scripted-long
1373,facefusion_gan--162-163--2066-102--0.mp4,face-swap,facefusion_gan,162,163,2066,102,False,no-gesture,scripted-short
1374,facefusion_gan--162-163--3752-3311--0.mp4,face-swap,facefusion_gan,162,163,3752,3311,False,no-gesture,scripted-short
1375,facefusion_gan--162-163--851-1984--0.mp4,face-swap,facefusion_gan,162,163,851,1984,False,no-gesture,unscripted
1376,facefusion_gan--163-162--1035-1393--0.mp4,face-swap,facefusion_gan,163,162,1035,1393,False,wave,no-speech
1377,facefusion_gan--163-162--1302-1250--0.mp4,face-swap,facefusion_gan,163,162,1302,1250,False,no-gesture,unscripted
1378,facefusion_gan--163-162--3689-3755--0.mp4,face-swap,facefusion_gan,163,162,3689,3755,False,no-gesture,scripted-short
1379,facefusion_gan--163-162--498-2320--0.mp4,face-swap,facefusion_gan,163,162,498,2320,False,no-gesture,scripted-short
1380,facefusion_gan--164-165--1395-732--0.mp4,face-swap,facefusion_gan,164,165,1395,732,False,move-head,no-speech
1381,facefusion_gan--164-165--185-197--0.mp4,face-swap,facefusion_gan,164,165,185,197,False,no-gesture,scripted-short
1382,facefusion_gan--164-165--2734-1264--0.mp4,face-swap,facefusion_gan,164,165,2734,1264,False,no-gesture,unscripted
1383,facefusion_gan--164-165--3454-3380--0.mp4,face-swap,facefusion_gan,164,165,3454,3380,False,no-gesture,scripted-short
1384,facefusion_gan--164-165--586-598--0.mp4,face-swap,facefusion_gan,164,165,586,598,False,no-gesture,scripted-long
1385,facefusion_gan--165-164--1539-2591--0.mp4,face-swap,facefusion_gan,165,164,1539,2591,False,no-gesture,scripted-short
1386,facefusion_gan--165-164--1673-1661--0.mp4,face-swap,facefusion_gan,165,164,1673,1661,False,no-gesture,scripted-long
1387,facefusion_gan--165-164--2746-2734--0.mp4,face-swap,facefusion_gan,165,164,2746,2734,False,no-gesture,unscripted
1388,facefusion_gan--165-164--3380-3783--0.mp4,face-swap,facefusion_gan,165,164,3380,3783,False,no-gesture,scripted-short
1389,facefusion_gan--165-164--997-1395--0.mp4,face-swap,facefusion_gan,165,164,997,1395,False,wave,no-speech
1390,facefusion_gan--166-167--2197-1455--0.mp4,face-swap,facefusion_gan,166,167,2197,1455,False,move-head,no-speech
1391,facefusion_gan--166-167--2594-2652--0.mp4,face-swap,facefusion_gan,166,167,2594,2652,False,no-gesture,scripted-short
1392,facefusion_gan--166-167--3805-3414--0.mp4,face-swap,facefusion_gan,166,167,3805,3414,False,no-gesture,scripted-short
1393,facefusion_gan--166-167--589-646--0.mp4,face-swap,facefusion_gan,166,167,589,646,False,no-gesture,scripted-long
1394,facefusion_gan--166-167--856-1995--0.mp4,face-swap,facefusion_gan,166,167,856,1995,False,no-gesture,unscripted
1395,facefusion_gan--168-169--2199-1445--0.mp4,face-swap,facefusion_gan,168,169,2199,1445,False,move-head,no-speech
1396,facefusion_gan--168-169--2596-2119--0.mp4,face-swap,facefusion_gan,168,169,2596,2119,False,no-gesture,scripted-short
1397,facefusion_gan--168-169--2739-1985--0.mp4,face-swap,facefusion_gan,168,169,2739,1985,False,no-gesture,unscripted
1398,facefusion_gan--168-169--3815-3714--0.mp4,face-swap,facefusion_gan,168,169,3815,3714,False,no-gesture,scripted-short
1399,facefusion_gan--168-169--591-1712--0.mp4,face-swap,facefusion_gan,168,169,591,1712,False,no-gesture,scripted-long
1400,facefusion_gan--169-168--103-454--0.mp4,face-swap,facefusion_gan,169,168,103,454,False,no-gesture,scripted-short
1401,facefusion_gan--169-168--1303-1257--0.mp4,face-swap,facefusion_gan,169,168,1303,1257,False,no-gesture,unscripted
1402,facefusion_gan--169-168--1445-725--0.mp4,face-swap,facefusion_gan,169,168,1445,725,False,move-head,no-speech
1403,facefusion_gan--169-168--1712-1666--0.mp4,face-swap,facefusion_gan,169,168,1712,1666,False,no-gesture,scripted-long
1404,facefusion_gan--169-168--3714-3756--0.mp4,face-swap,facefusion_gan,169,168,3714,3756,False,no-gesture,scripted-short
1405,facefusion_gan--17-16--4156-4875--0.mp4,face-swap,facefusion_gan,17,16,4156,4875,False,no-gesture,scripted-long
1406,facefusion_gan--17-16--4413-4789--0.mp4,face-swap,facefusion_gan,17,16,4413,4789,False,move-head,no-speech
1407,facefusion_gan--17-16--4756-4704--0.mp4,face-swap,facefusion_gan,17,16,4756,4704,False,no-gesture,unscripted
1408,facefusion_gan--17-16--5275-5554--0.mp4,face-swap,facefusion_gan,17,16,5275,5554,False,no-gesture,scripted-short
1409,facefusion_gan--17-16--6631-6050--0.mp4,face-swap,facefusion_gan,17,16,6631,6050,False,no-gesture,scripted-short
1410,facefusion_gan--171-172--1405-1011--0.mp4,face-swap,facefusion_gan,171,172,1405,1011,False,move-head,no-speech
1411,facefusion_gan--171-172--1805-1553--0.mp4,face-swap,facefusion_gan,171,172,1805,1553,False,no-gesture,scripted-short
1412,facefusion_gan--171-172--3875-3955--0.mp4,face-swap,facefusion_gan,171,172,3875,3955,False,no-gesture,scripted-short
1413,facefusion_gan--171-172--596-1687--0.mp4,face-swap,facefusion_gan,171,172,596,1687,False,no-gesture,scripted-long
1414,facefusion_gan--171-172--863-879--0.mp4,face-swap,facefusion_gan,171,172,863,879,False,no-gesture,unscripted
1415,facefusion_gan--172-171--211-2331--0.mp4,face-swap,facefusion_gan,172,171,211,2331,False,no-gesture,scripted-short
1416,facefusion_gan--172-171--3601-3627--0.mp4,face-swap,facefusion_gan,172,171,3601,3627,False,no-gesture,scripted-short
1417,facefusion_gan--172-171--612-596--0.mp4,face-swap,facefusion_gan,172,171,612,596,False,no-gesture,scripted-long
1418,facefusion_gan--172-171--746-2203--0.mp4,face-swap,facefusion_gan,172,171,746,2203,False,move-head,no-speech
1419,facefusion_gan--172-171--879-863--0.mp4,face-swap,facefusion_gan,172,171,879,863,False,no-gesture,unscripted
1420,facefusion_gan--173-174--1948-1324--0.mp4,face-swap,facefusion_gan,173,174,1948,1324,False,no-gesture,unscripted
1421,facefusion_gan--173-174--2082-1600--0.mp4,face-swap,facefusion_gan,173,174,2082,1600,False,no-gesture,scripted-short
